NIS code;Woonplaats;Mannen;Vrouwen;Totaal
01000;België;5708902;5875106;11584008
02000;Vlaams Gewest;3316611;3382265;6698876
03000;Waals Gewest;1792010;1870485;3662495
04000;Brussels Hoofdstedelijk Gewest;600281;622356;1222637
10000;Provincie Antwerpen;936830;949779;1886609
11000;Arrondissement Antwerpen;528087;536190;1064277
11001;Aartselaar;7242;7368;14610
11002;Antwerpen;266100;264530;530630
11004;Boechout;6705;7028;13733
11005;Boom;9359;9473;18832
11007;Borsbeek;5434;5792;11226
11008;Brasschaat;18320;19917;38237
11009;Brecht;15030;15113;30143
11013;Edegem;10837;11549;22386
11016;Essen;9682;9659;19341
11018;Hemiksem;5891;5921;11812
11021;Hove (Antwerpen);3993;4318;8311
11022;Kalmthout;9365;9814;19179
11023;Kapellen (Antwerpen);13437;14005;27442
11024;Kontich;10482;10858;21340
11025;Lint;4239;4314;8553
11029;Mortsel;12725;13464;26189
11030;Niel;5284;5311;10595
11035;Ranst;9687;9679;19366
11037;Rumst;7566;7688;15254
11038;Schelle;4219;4473;8692
11039;Schilde;9771;10260;20031
11040;Schoten;16465;17692;34157
11044;Stabroek;9322;9460;18782
11050;Wijnegem;4945;5299;10244
11052;Wommelgem;6505;6676;13181
11053;Wuustwezel;10778;10745;21523
11054;Zandhoven;6529;6643;13172
11055;Zoersel;10941;11376;22317
11056;Zwijndrecht;9452;9791;19243
11057;Malle;7782;7974;15756
12000;Arrondissement Mechelen;172636;178470;351106
12002;Berlaar;5808;5922;11730
12005;Bonheiden;7457;7862;15319
12007;Bornem;10657;10942;21599
12009;Duffel;8745;9025;17770
12014;Heist-op-den-Berg;21530;22064;43594
12021;Lier;18143;19166;37309
12025;Mechelen;42624;44372;86996
12026;Nijlen;11473;11786;23259
12029;Putte;9126;9266;18392
12035;Sint-Katelijne-Waver;10526;10865;21391
12040;Willebroek;13516;13920;27436
12041;Puurs-Sint-Amands;13031;13280;26311
13000;Arrondissement Turnhout;236107;235119;471226
13001;Arendonk;6651;6646;13297
13002;Baarle-Hertog;1523;1474;2997
13003;Balen;11486;11514;23000
13004;Beerse;9128;9250;18378
13006;Dessel;4855;4831;9686
13008;Geel;20653;20493;41146
13010;Grobbendonk;5724;5718;11442
13011;Herentals;14076;14379;28455
13012;Herenthout;4601;4686;9287
13013;Herselt;7425;7306;14731
13014;Hoogstraten;11149;10746;21895
13016;Hulshout;5285;5275;10560
13017;Kasterlee;9604;9536;19140
13019;Lille;8413;8275;16688
13021;Meerhout;5207;5051;10258
13023;Merksplas;4394;4289;8683
13025;Mol;18718;18882;37600
13029;Olen;6336;6246;12582
13031;Oud-Turnhout;7143;7259;14402
13035;Ravels;7720;7573;15293
13036;Retie;5871;5792;11663
13037;Rijkevorsel;6203;6121;12324
13040;Turnhout;23172;23200;46372
13044;Vorselaar;4013;4006;8019
13046;Vosselaar;5788;5768;11556
13049;Westerlo;12708;12600;25308
13053;Laakdal;8261;8203;16464
20001;Provincie Vlaams-Brabant;575959;597481;1173440
20002;Provincie Waals-Brabant;198872;210910;409782
21000;Arrondissement Brussel-Hoofdstad;600281;622356;1222637
21001;Anderlecht;61161;61386;122547
21002;Oudergem;16787;18199;34986
21003;Sint-Agatha-Berchem;12222;13076;25298
21004;Brussel;96458;92279;188737
21005;Etterbeek;23427;25108;48535
21006;Evere;21002;22606;43608
21007;Vorst (Brussel-Hoofdstad);27480;29136;56616
21008;Ganshoren;12168;13084;25252
21009;Elsene;42482;44570;87052
21010;Jette;25464;27287;52751
21011;Koekelberg;11039;10984;22023
21012;Sint-Jans-Molenbeek;48649;49048;97697
21013;Sint-Gillis;24583;24254;48837
21014;Sint-Joost-ten-Node;14146;12819;26965
21015;Schaarbeek;64874;65816;130690
21016;Ukkel;39676;45423;85099
21017;Watermaal-Bosvoorde;11626;13561;25187
21018;Sint-Lambrechts-Woluwe;27211;31330;58541
21019;Sint-Pieters-Woluwe;19826;22390;42216
23000;Arrondissement Halle-Vilvoorde;320260;335440;655700
23002;Asse;16961;17533;34494
23003;Beersel;12831;13182;26013
23009;Bever;1124;1141;2265
23016;Dilbeek;21335;22760;44095
23023;Galmaarden;4371;4435;8806
23024;Gooik;4635;4757;9392
23025;Grimbergen;18669;19870;38539
23027;Halle (Halle-Vilvoorde);20087;21197;41284
23032;Herne;3333;3410;6743
23033;Hoeilaart;5583;5850;11433
23038;Kampenhout;6065;6285;12350
23039;Kapelle-op-den-Bos;4674;4936;9610
23044;Liedekerke;6680;6971;13651
23045;Londerzeel;9415;9721;19136
23047;Machelen (Halle-Vilvoorde);7872;8236;16108
23050;Meise;9748;10243;19991
23052;Merchtem;8612;8895;17507
23060;Opwijk;7296;7532;14828
23062;Overijse;12684;13204;25888
23064;Pepingen;2258;2249;4507
23077;Sint-Pieters-Leeuw;17383;18103;35486
23081;Steenokkerzeel;6144;6353;12497
23086;Ternat;8025;8258;16283
23088;Vilvoorde;22517;23837;46354
23094;Zaventem;17620;18296;35916
23096;Zemst;11436;11870;23306
23097;Roosdaal;5780;5955;11735
23098;Drogenbos;2710;3060;5770
23099;Kraainem;6754;7174;13928
23100;Linkebeek;2218;2491;4709
23101;Sint-Genesius-Rode;8996;9632;18628
23102;Wemmel;8348;8834;17182
23103;Wezembeek-Oppem;6935;7553;14488
23104;Lennik;4537;4775;9312
23105;Affligem;6624;6842;13466
24000;Arrondissement Leuven;255699;262041;517740
24001;Aarschot;14995;15599;30594
24007;Begijnendijk;5095;5295;10390
24008;Bekkevoort;3278;3181;6459
24009;Bertem;5034;5224;10258
24011;Bierbeek;5141;5136;10277
24014;Boortmeerbeek;6422;6546;12968
24016;Boutersem;4131;4255;8386
24020;Diest;12051;12465;24516
24028;Geetbets;3093;3108;6201
24033;Haacht;7484;7780;15264
24038;Herent;10982;11448;22430
24041;Hoegaarden;3420;3391;6811
24043;Holsbeek;5044;5066;10110
24045;Huldenberg;4926;5091;10017
24048;Keerbergen;6387;6731;13118
24054;Kortenaken;3940;3976;7916
24055;Kortenberg;10082;10380;20462
24059;Landen;7881;8268;16149
24062;Leuven;51090;51146;102236
24066;Lubbeek;7347;7429;14776
24086;Oud-Heverlee;5697;5773;11470
24094;Rotselaar;8557;8737;17294
24104;Tervuren;11086;11766;22852
24107;Tienen;17453;18520;35973
24109;Tremelo;7544;7646;15190
24130;Zoutleeuw;4226;4365;8591
24133;Linter;3595;3681;7276
24134;Scherpenheuvel-Zichem;11575;11800;23375
24135;Tielt-Winge;5525;5512;11037
24137;Glabbeek;2618;2726;5344
25000;Arrondissement Nijvel;198872;210910;409782
25005;Bevekom;3535;3638;7173
25014;Eigenbrakel;19438;20908;40346
25015;Kasteelbrakel;5207;5431;10638
25018;Chaumont-Gistoux;5725;5960;11685
25023;Court-Saint-Etienne;5196;5407;10603
25031;Genepiën;7697;7914;15611
25037;Graven;6852;7153;14005
25043;Incourt;2775;2839;5614
25044;Itter;3427;3640;7067
25048;Geldenaken;7109;7449;14558
25050;Terhulpen;3623;3876;7499
25068;Mont-Saint-Guibert;3930;4151;8081
25072;Nijvel;13761;15324;29085
25084;Perwijs (Nijvel);4607;4906;9513
25091;Rixensart;10929;11927;22856
25105;Tubeke;13558;14216;27774
25107;Villers-la-Ville;5421;5549;10970
25110;Waterloo;14364;15992;30356
25112;Waver;16921;18190;35111
25117;Chastre;3790;3937;7727
25118;Hélécine;1843;1844;3687
25119;Lasne;7011;7288;14299
25120;Orp-Jauche;4455;4593;9048
25121;Ottignies-Louvain-la-Neuve;15219;16144;31363
25122;Ramillies;3313;3338;6651
25123;Rebecq;5452;5525;10977
25124;Walhain;3714;3771;7485
30000;Provincie West-Vlaanderen;599676;609335;1209011
31000;Arrondissement Brugge;139605;143800;283405
31003;Beernem;8115;7851;15966
31004;Blankenberge;10076;10332;20408
31005;Brugge;57824;60685;118509
31006;Damme;5507;5537;11044
31012;Jabbeke;7066;7156;14222
31022;Oostkamp;11958;12040;23998
31033;Torhout;10242;10275;20517
31040;Zedelgem;11601;11556;23157
31042;Zuienkerke;1372;1337;2709
31043;Knokke-Heist;15844;17031;32875
32000;Arrondissement Diksmuide;26004;25978;51982
32003;Diksmuide;8451;8475;16926
32006;Houthulst;5151;5116;10267
32010;Koekelare;4384;4385;8769
32011;Kortemark;6387;6416;12803
32030;Lo-Reninge;1631;1586;3217
33000;Arrondissement Ieper;53559;53463;107022
33011;Ieper;17298;17741;35039
33016;Mesen;539;523;1062
33021;Poperinge;9839;9943;19782
33029;Wervik;9527;9493;19020
33037;Zonnebeke;6336;6220;12556
33039;Heuvelland;4113;3878;7991
33040;Langemark-Poelkapelle;4038;3888;7926
33041;Vleteren;1869;1777;3646
34000;Arrondissement Kortrijk;146564;149417;295981
34002;Anzegem;7569;7460;15029
34003;Avelgem;5097;5194;10291
34009;Deerlijk;6078;6278;12356
34013;Harelbeke;14552;14543;29095
34022;Kortrijk;38391;39350;77741
34023;Kuurne;6882;7093;13975
34025;Lendelede;2865;2938;5803
34027;Menen;16922;17060;33982
34040;Waregem;19135;19813;38948
34041;Wevelgem;15606;15959;31565
34042;Zwevegem;12463;12677;25140
34043;Spiere-Helkijn;1004;1052;2056
35000;Arrondissement Oostende;78147;80002;158149
35002;Bredene;9001;9166;18167
35005;Gistel;5992;6114;12106
35006;Ichtegem;7112;7027;14139
35011;Middelkerke;9806;9917;19723
35013;Oostende;35134;36423;71557
35014;Oudenburg;4880;4837;9717
35029;De Haan;6222;6518;12740
36000;Arrondissement Roeselare;77880;78429;156309
36006;Hooglede;5065;4938;10003
36007;Ingelmunster;5561;5733;11294
36008;Izegem;14180;14665;28845
36010;Ledegem;4842;4896;9738
36011;Lichtervelde;4550;4468;9018
36012;Moorslede;5675;5711;11386
36015;Roeselare;32173;32322;64495
36019;Staden;5834;5696;11530
37000;Arrondissement Tielt;47421;46961;94382
37002;Dentergem;4376;4323;8699
37007;Meulebeke;5549;5461;11010
37010;Oostrozebeke;3985;3987;7972
37011;Pittem;3410;3383;6793
37012;Ruiselede;2710;2734;5444
37015;Tielt (Tielt);10275;10225;20500
37017;Wielsbeke;5017;4900;9917
37018;Wingene;7518;7334;14852
37020;Ardooie;4581;4614;9195
38000;Arrondissement Veurne;30496;31285;61781
38002;Alveringem;2588;2437;5025
38008;De Panne;5489;5633;11122
38014;Koksijde;10726;11125;21851
38016;Nieuwpoort;5661;5827;11488
38025;Veurne;6032;6263;12295
40000;Provincie Oost-Vlaanderen;763178;780687;1543865
41000;Arrondissement Aalst;146767;151797;298564
41002;Aalst (Aalst);43577;45277;88854
41011;Denderleeuw;10180;10592;20772
41018;Geraardsbergen;16926;17402;34328
41024;Haaltert;9345;9615;18960
41027;Herzele;9142;9347;18489
41034;Lede;9452;9602;19054
41048;Ninove;19457;20169;39626
41063;Sint-Lievens-Houtem;5257;5277;10534
41081;Zottegem;13267;14074;27341
41082;Erpe-Mere;10164;10442;20606
42000;Arrondissement Dendermonde;100628;103677;204305
42003;Berlare;7548;7726;15274
42004;Buggenhout;7272;7476;14748
42006;Dendermonde;22614;23711;46325
42008;Hamme (Dendermonde);12405;12736;25141
42010;Laarne;6170;6348;12518
42011;Lebbeke;9736;9983;19719
42023;Waasmunster;5512;5510;11022
42025;Wetteren;12953;13491;26444
42026;Wichelen;5815;5950;11765
42028;Zele;10603;10746;21349
43000;Arrondissement Eeklo;43654;43756;87410
43002;Assenede;7152;7297;14449
43005;Eeklo;10761;11014;21775
43007;Kaprijke;3246;3293;6539
43010;Maldegem;12209;12200;24409
43014;Sint-Laureins;3547;3393;6940
43018;Zelzate;6739;6559;13298
44000;Arrondissement Gent;282112;286768;568880
44012;De Pinte;5359;5687;11046
44013;Destelbergen;9219;9637;18856
44019;Evergem;17760;18327;36087
44020;Gavere;6530;6675;13205
44021;Gent;132195;132891;265086
44034;Lochristi;11352;11545;22897
44040;Melle;5754;6133;11887
44043;Merelbeke;12211;12675;24886
44045;Moerbeke (Gent);3316;3369;6685
44048;Nazareth;5922;6118;12040
44052;Oosterzele;6952;6888;13840
44064;Sint-Martens-Latem;3995;4268;8263
44073;Wachtebeke;3886;3961;7847
44081;Zulte;8033;7910;15943
44083;Deinze;21843;22472;44315
44084;Aalter;14732;14608;29340
44085;Lievegem;13053;13604;26657
45000;Arrondissement Oudenaarde;62283;63661;125944
45035;Oudenaarde;15801;16065;31866
45041;Ronse;13114;13588;26702
45059;Brakel;7328;7522;14850
45060;Kluisbergen;3370;3421;6791
45061;Wortegem-Petegem;3269;3248;6517
45062;Horebeke;972;1051;2023
45063;Lierde;3350;3339;6689
45064;Maarkedal;3111;3275;6386
45065;Zwalm;4077;4167;8244
45068;Kruisem;7891;7985;15876
46000;Arrondissement Sint-Niklaas;127734;131028;258762
46003;Beveren (Sint-Niklaas);24508;25023;49531
46013;Kruibeke;8375;8605;16980
46014;Lokeren;21138;21565;42703
46020;Sint-Gillis-Waas;9807;9909;19716
46021;Sint-Niklaas (Sint-Niklaas);39307;40860;80167
46024;Stekene;9379;9651;19030
46025;Temse;15220;15415;30635
50000;Provincie Henegouwen;658615;692512;1351127
51000;Arrondissement Aat;63395;66014;129409
51004;Aat;14328;15302;29630
51008;Beloeil;7033;7170;14203
51009;Bernissart;5810;6106;11916
51012;Brugelette;1863;1913;3776
51014;Chièvres;3474;3530;7004
51017;Elzele;3012;3013;6025
51019;Vloesberg;1707;1746;3453
51065;Frasnes-lez-Anvaing;5868;6106;11974
51067;Edingen;6867;7366;14233
51068;Opzullik;4188;4227;8415
51069;Lessen;9245;9535;18780
52000;Arrondissement Charleroi;192794;203884;396678
52010;Chapelle-lez-Herlaimont;7065;7607;14672
52011;Charleroi;98914;103507;202421
52012;Châtelet;17145;18382;35527
52015;Courcelles;15083;16065;31148
52018;Farciennes;5441;5792;11233
52021;Fleurus;11087;11836;22923
52022;Fontaine-l’Evêque;8731;9268;17999
52025;Gerpinnes;6134;6637;12771
52048;Montigny-le-Tilleul;4772;5353;10125
52055;Pont-à-Celles;8496;8953;17449
52074;Aiseau-Presles;5297;5603;10900
52075;Les Bons Villers;4629;4881;9510
53000;Arrondissement Bergen;126108;134084;260192
53014;Boussu;9453;10460;19913
53020;Dour;8041;8512;16553
53028;Frameries;10310;11407;21717
53039;Hensies;3272;3554;6826
53044;Jurbeke;5251;5551;10802
53046;Lens;2283;2368;4651
53053;Bergen;47306;49239;96545
53065;Quaregnon;9064;9814;18878
53068;Quiévrain;3297;3529;6826
53070;Saint-Ghislain;11318;12184;23502
53082;Colfontaine;9985;10729;20714
53083;Honnelles;2563;2615;5178
53084;Quévy;3965;4122;8087
55000;Arrondissement Zinnik;52171;54470;106641
55004;’s Gravenbrakel;11172;11580;22752
55035;Le Roeulx;4297;4441;8738
55040;Zinnik;13866;14657;28523
55050;Ecaussinnes;5545;5793;11338
55085;Seneffe;5570;5895;11465
55086;Manage;11721;12104;23825
56000;Arrondissement Thuin;45408;47022;92430
56001;Anderlues;6107;6391;12498
56005;Beaumont;3575;3598;7173
56016;Chimay;4860;4909;9769
56022;Erquelinnes;4921;5163;10084
56029;Froidchapelle;2031;2018;4049
56044;Lobbes;2872;2995;5867
56049;Merbes-le-Château;2115;2109;4224
56051;Momignies;2631;2653;5284
56078;Thuin;7278;7629;14907
56086;Ham-sur-Heure-Nalinnes;6596;7129;13725
56088;Sivry-Rance;2422;2428;4850
57000;Arrondissement Doornik-Moeskroen;109975;114192;224167
57003;Antoing;3797;3890;7687
57018;Celles (Doornik);2833;2842;5675
57027;Estaimpuis;5283;5371;10654
57062;Pecq;2883;2964;5847
57064;Péruwelz;8407;8734;17141
57072;Rumes;2613;2673;5286
57081;Doornik;33673;34845;68518
57093;Brunehaut;4081;4086;8167
57094;Leuze-en-Hainaut;6790;7208;13998
57095;Mont-de-l’Enclus;1915;1891;3806
57096;Moeskroen;28807;30372;59179
57097;Komen-Waasten;8893;9316;18209
58000;Arrondissement La Louvière;68764;72846;141610
58001;La Louvière;39469;41523;80992
58002;Binche;16064;17406;33470
58003;Estinnes;3944;3996;7940
58004;Morlanwelz;9287;9921;19208
60000;Provincie Luik;544305;566684;1110989
61000;Arrondissement Hoei;56526;58416;114942
61003;Amay;7065;7383;14448
61010;Burdinne;1640;1666;3306
61012;Clavier;2398;2450;4848
61019;Ferrières;2582;2495;5077
61024;Hamoir;1877;1912;3789
61028;Héron;2759;2801;5560
61031;Hoei;10385;11020;21405
61039;Marchin;2713;2788;5501
61041;Modave;2133;2098;4231
61043;Nandrin;2795;3007;5802
61048;Ouffet;1378;1428;2806
61063;Verlaine;2152;2113;4265
61068;Villers-Le-Bouillet;3260;3423;6683
61072;Wanze;6845;7154;13999
61079;Anthisnes;2098;2136;4234
61080;Engis;3122;3147;6269
61081;Tinlot;1324;1395;2719
62000;Arrondissement Luik;304700;319824;624524
62003;Ans;13674;14951;28625
62006;Awans;4396;4756;9152
62009;Aywaille;6239;6428;12667
62011;Bitsingen;4460;4528;8988
62015;Beyne-Heusay;5756;6192;11948
62022;Chaudfontaine;9830;10726;20556
62026;Comblain-au-Pont;2562;2759;5321
62027;Dalhem;3757;3892;7649
62032;Esneux;6277;6588;12865
62038;Fléron;7700;8535;16235
62051;Herstal;19620;20861;40481
62060;Juprelle;4777;4862;9639
62063;Luik;96824;98454;195278
62079;Oupeye;12374;13197;25571
62093;Saint-Nicolas (Luik);11680;12689;24369
62096;Seraing;30837;33089;63926
62099;Soumagne;8389;8898;17287
62100;Sprimont;7288;7755;15043
62108;Wezet;8714;9259;17973
62118;Grâce-Hollogne;11349;11688;23037
62119;Blegny;6531;6864;13395
62120;Flémalle;12858;13819;26677
62121;Neupré;4893;5127;10020
62122;Trooz;3915;3907;7822
63000;Arrondissement Verviers;142424;146087;288511
63001;Amel;2851;2718;5569
63003;Aubel;2080;2157;4237
63004;Baelen;2245;2216;4461
63012;Büllingen;2821;2654;5475
63013;Bütgenbach;2832;2775;5607
63020;Dison;7486;7721;15207
63023;Eupen;9741;10133;19874
63035;Herve;8689;8985;17674
63038;Jalhay;4305;4395;8700
63040;Kelmis;5482;5747;11229
63045;Lierneux;1818;1761;3579
63046;Limburg;2825;2870;5695
63048;Lontzen;2971;2976;5947
63049;Malmedy;6236;6621;12857
63057;Olne;2028;2040;4068
63058;Pepinster;4551;4734;9285
63061;Raeren;5419;5578;10997
63067;Sankt Vith;4979;4987;9966
63072;Spa;4831;5171;10002
63073;Stavelot;3633;3569;7202
63075;Stoumont;1597;1592;3189
63076;Theux;5857;6100;11957
63079;Verviers;26851;28251;55102
63080;Weismes;3753;3661;7414
63084;Welkenraedt;5118;5310;10428
63086;Trois-Ponts;1277;1283;2560
63087;Burg-Reuland;2011;1929;3940
63088;Plombières;5323;5359;10682
63089;Thimister-Clermont;2814;2794;5608
64000;Arrondissement Borgworm;40655;42357;83012
64008;Berloz;1653;1627;3280
64015;Braives;3210;3232;6442
64021;Crisnée;1747;1770;3517
64023;Donceel;1577;1543;3120
64025;Fexhe-le-Haut-Clocher;1665;1662;3327
64029;Geer;1736;1785;3521
64034;Hannuit;8201;8767;16968
64047;Lijsem;1621;1688;3309
64056;Oerle;1948;2053;4001
64063;Remicourt;2959;3094;6053
64065;Saint-Georges-sur-Meuse;3495;3581;7076
64074;Borgworm;7286;8026;15312
64075;Wasseiges;1521;1539;3060
64076;Faimes;2036;1990;4026
70000;Provincie Limburg;440968;444983;885951
71000;Arrondissement Hasselt;210042;214148;424190
71002;As;4078;4168;8246
71004;Beringen;23625;23592;47217
71011;Diepenbeek;9611;9630;19241
71016;Genk;33055;33954;67009
71017;Gingelom;4240;4243;8483
71020;Halen;4732;4743;9475
71022;Hasselt;38918;40606;79524
71024;Herk-de-Stad;6309;6447;12756
71034;Leopoldsburg;8024;8101;16125
71037;Lummen;7678;7494;15172
71045;Nieuwerkerken (Hasselt);3450;3577;7027
71053;Sint-Truiden;20150;20695;40845
71057;Tessenderlo;9343;9541;18884
71066;Zonhoven;10629;10844;21473
71067;Zutendaal;3671;3636;7307
71069;Ham;5579;5584;11163
71070;Heusden-Zolder;16950;17293;34243
72000;Arrondissement Maaseik;127756;126889;254645
72003;Bocholt;6776;6732;13508
72004;Bree;8081;8243;16324
72018;Kinrooi;6200;6058;12258
72020;Lommel;17261;17135;34396
72021;Maaseik;12735;12789;25524
72030;Peer;8272;8177;16449
72037;Hamont-Achel;7283;7092;14375
72038;Hechtel-Eksel;6473;6287;12760
72039;Houthalen-Helchteren;15439;15405;30844
72041;Dilsen-Stokkem;10455;10540;20995
72042;Oudsbergen;11921;11690;23611
72043;Pelt;16860;16741;33601
73000;Arrondissement Tongeren;103170;103946;207116
73001;Alken;5863;5894;11757
73006;Bilzen;16023;16432;32455
73009;Borgloon;5618;5654;11272
73022;Heers;3730;3727;7457
73028;Herstappe;42;37;79
73032;Hoeselt;4884;4949;9833
73040;Kortessem;4289;4306;8595
73042;Lanaken;13201;12971;26172
73066;Riemst;8410;8369;16779
73083;Tongeren;15574;15988;31562
73098;Wellen;3710;3749;7459
73107;Maasmechelen;19679;19730;39409
73109;Voeren;2147;2140;4287
80000;Provincie Luxemburg;144994;146149;291143
81000;Arrondissement Aarlen;31946;32183;64129
81001;Aarlen;15394;15424;30818
81003;Attert;2827;2797;5624
81004;Aubange;8610;8807;17417
81013;Martelange;970;961;1931
81015;Messancy;4145;4194;8339
82000;Arrondissement Bastenaken;25000;24937;49937
82003;Bastenaken;8255;8363;16618
82005;Bertogne;1893;1850;3743
82009;Fauvillers;1192;1176;2368
82014;Houffalize;2670;2563;5233
82032;Vielsalm;3944;3947;7891
82036;Vaux-sur-Sûre;2998;3025;6023
82037;Gouvy;2713;2693;5406
82038;Sainte-Ode;1335;1320;2655
83000;Arrondissement Marche-en-Famenne;28619;28719;57338
83012;Durbuy;5702;5765;11467
83013;Erezée;1688;1649;3337
83028;Hotton;2824;2883;5707
83031;La Roche-en-Ardenne;2118;2092;4210
83034;Marche-en-Famenne;8719;9039;17758
83040;Nassogne;2905;2727;5632
83044;Rendeux;1355;1338;2693
83049;Tenneville;1443;1441;2884
83055;Manhay;1865;1785;3650
84000;Arrondissement Neufchâteau;32320;32603;64923
84009;Bertrix;4410;4540;8950
84010;Bouillon;2686;2747;5433
84016;Daverdisse;708;700;1408
84029;Herbeumont;872;805;1677
84033;Léglise;2913;2792;5705
84035;Libin;2670;2637;5307
84043;Neufchâteau (Neufchâteau);3997;4044;8041
84050;Paliseul;2741;2728;5469
84059;Saint-Hubert;2784;2888;5672
84068;Tellin;1247;1281;2528
84075;Wellin;1537;1598;3135
84077;Libramont-Chevigny;5755;5843;11598
85000;Arrondissement Virton;27109;27707;54816
85007;Chiny;2635;2657;5292
85009;Etalle;3018;3034;6052
85011;Florenville;2832;2933;5765
85024;Meix-devant-Virton;1384;1439;2823
85026;Musson;2285;2365;4650
85034;Saint-Léger (Virton);1839;1896;3735
85039;Tintigny;2195;2176;4371
85045;Virton;5605;5799;11404
85046;Habay;4256;4330;8586
85047;Rouvroy;1060;1078;2138
90000;Provincie Namen;245224;254230;499454
91000;Arrondissement Dinant;55567;56816;112383
91005;Anhée;3536;3685;7221
91013;Beauraing;4515;4812;9327
91015;Bièvre;1737;1710;3447
91030;Ciney;8196;8811;17007
91034;Dinant;6561;6752;13313
91054;Gedinne;2342;2330;4672
91059;Hamois;3708;3678;7386
91064;Havelange;2611;2695;5306
91072;Houyet;2497;2570;5067
91103;Onhaye;1653;1614;3267
91114;Rochefort;6234;6376;12610
91120;Somme-Leuze;2979;2996;5975
91141;Yvoir;4579;4602;9181
91142;Hastière;3130;2959;6089
91143;Vresse-sur-Semois;1289;1226;2515
92000;Arrondissement Namen;156840;163639;320479
92003;Andenne;13573;14290;27863
92006;Assesse;3655;3619;7274
92035;Eghezée;8125;8452;16577
92045;Floreffe;3969;4108;8077
92048;Fosses-la-Ville;5156;5245;10401
92054;Gesves;3666;3668;7334
92087;Mettet;6630;6858;13488
92094;Namen;54611;57948;112559
92097;Ohey;2587;2557;5144
92101;Profondeville;5999;6198;12197
92114;Sombreffe;4159;4245;8404
92137;Sambreville;13629;14625;28254
92138;Fernelmont;4040;4075;8115
92140;Jemeppe-sur-Sambre;9496;9650;19146
92141;La Bruyère;4538;4778;9316
92142;Gembloux;13007;13323;26330
93000;Arrondissement Philippeville;32817;33775;66592
93010;Cerfontaine;2503;2511;5014
93014;Couvin;6751;7120;13871
93018;Doische;1488;1522;3010
93022;Florennes;5629;5691;11320
93056;Philippeville;4604;4639;9243
93088;Walcourt;9045;9384;18429
93090;Viroinval;2797;2908;5705